банкирский + @@дом;semf2='r:concr t:org';
ювелирный + @@дом;semf2='r:concr t:org';
парфюмерный + @@дом;semf2='r:concr t:org';
аукционный + @@дом;semf2='r:concr t:org';
коньячный + @@дом;semf2='r:concr t:org';
винный + @@дом;semf2='r:concr t:org';
нефтяной + @@дом;semf2='r:concr t:org';
дизайнерский + @@дом;semf2='r:concr t:org';
@@дом + 'терпимости';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'актера';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'архитектора';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'ветеранов';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + журналист&gen;semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'колхозника';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'композиторов';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'литераторов';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'моделей';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'офицеров';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'писателей';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + [для] + 'престарелых';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'работников';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'ученых';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'пионеров';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'ребенка';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'инвалидов';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'быта';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'дружбы';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + искусство;semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + кино;semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'книги';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'консистории';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'культуры';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'моды';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'отдыха';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'правительства';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'приезжих';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'приемов';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'призрения';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'свиданий';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'советов';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'согласия';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'союзов';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'сумасшедших';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'творчества';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + 'ночного'/'дневного'/'временного' + 'пребывания';semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
директор + [0..1]@@дом&gen;semf2='r:concr t:org';Ex:Д. культуры
A&dt:topon + @@дом;semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
@@дом + t:topon&gen;semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка Ex:Д. культуры
наш + @@дом;semf='r:concr t:constr top:contain' semf2='r:concr t:space der:shift der:metaph';Ex:Д.-новостройка r:concr t:space Ex:Общеевропейский д.
общий + @@дом;semf='r:concr t:constr top:contain' semf2='r:concr t:space der:shift der:metaph';Ex:Д.-новостройка Ex:Общеевропейский д.
общеевропейский + @@дом;semf2='r:concr t:space der:shift der:metaph';Ex:Общеевропейский д.
всемирный + @@дом;semf2='r:concr t:space der:shift der:metaph';Ex:Общеевропейский д.
на + '@@дому';semf='r:concr t:space';Ex:Брать работу на дом
вводить + [0..1]в + '@@дом';semf='r:concr t:space';Ex:Брать работу на дом
отказывать + [0..1]от + '@@дома';semf='r:concr t:space';Ex:Брать работу на дом
семейный + [0..1]@@дом;semf='r:concr t:space';Ex:Брать работу на дом
в + '@@доме' + у;semf='r:concr t:space';Ex:Брать работу на дом
в + '@@дом' + к;semf='r:concr t:space';Ex:Брать работу на дом
хозяин + [0..1]@@дома;semf='r:concr t:constr top:contain' semf2='r:concr t:group pt:set sc:hum';Ex:Д.-новостройка r:concr t:space Ex:Мы знакомы домами
хозяйка + [0..1]@@дома;semf='r:concr t:constr top:contain' semf2='r:concr t:group pt:set sc:hum';Ex:Д.-новостройка r:concr t:space Ex:Мы знакомы домами
глава + [0..1]@@дома;semf2='r:concr t:group pt:set sc:hum';Ex:Мы знакомы домами
друг + [0..1]@@дома;semf2='r:concr t:group pt:set sc:hum';Ex:Мы знакомы домами
гостеприимный + [0..1]@@дом;semf='r:concr t:space' semf2='r:concr t:group pt:set sc:hum';Ex:Брать работу на дом Ex:Мы знакомы домами
порядочный + [0..1]@@дом;semf='r:concr t:space' semf2='r:concr t:group pt:set sc:hum';Ex:Брать работу на дом Ex:Мы знакомы домами
знакомый/знакомство + '@@домами';semf2='r:concr t:group pt:set sc:hum';Ex:Мы знакомы домами
хороший/лучший/великолепный + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
A&(t:dist/t:dist:max/t:dist:min) + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
ADV&(t:dist:max/t:dist:min) + PR + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
@@дом + ADV&(t:dist:max/t:dist:min);semf='r:concr t:constr top:contain';Ex:Д.-новостройка
A&t:physq:color + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
A&t:physq:temper + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
A&(t:size:max/t:size:min/t:size:abs/t:size) + [0..1]@@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
A&t:appearance&ev:posit + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
A&dt:famn + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
A&r:rel&dt:space + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
новый/старый/старинный + [0..1]@@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
главный + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
жилой + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
бревенчатый/сборный/капитальный + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
частный/отдельный/муниципальный/многоквартирный + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
целый + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
часть + [0..1]@@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
пустой + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
@@дом + напротив;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
@@дом + номер;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
номер + [0..1]@@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
@@дом + [0..1]t:hum&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
@@дом + [0..1]t:hum:kin&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
@@дом + [0..1]t:famn&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
@@дом + [0..1]t:persn&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
t:room + в + '@@доме';semf='r:concr t:constr top:contain';Ex:Д.-новостройка
@@дом + с + pt:part&pc:constr;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
@@дом + и + t:space;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
@@дом + и + t:constr;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
t:space + и + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
t:constr + и + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
pt:part&pc:constr + @@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
t:room + @@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
двор + [0..1]@@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
подъезд + [0..1]@@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
угол + [0..1]@@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
сторона + [0..1]@@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
ярус + [0..1]@@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
половина + [0..1]@@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
S&t:impact:creat + [0..1]@@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
S&t:hum&dt:be:exist + [0..1]@@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
через + NUM + @@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
через + @@дом&acc + от;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
@@дом + от + t:org&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
@@дом + V&t:loc:body;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
позади/вокруг/мимо/вдоль/против/напротив/внутри/снаружи + [0..1]@@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
строить/построить + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
сносить + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
@@дом + в/во/на + t:topon&loc;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
@@дом + в/во/на + [A] + t:space&loc;semf='r:concr t:constr top:contain';Ex:Д.-новостройка
@@дом + S&gen;semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка r:concr t:space Ex:Д. культуры
A&r:rel + @@дом;semf='r:concr t:constr top:contain' semf2='r:concr t:org';Ex:Д.-новостройка r:concr t:space Ex:Д. культуры
вхожий + в + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
[жить/жизнь] + на + два + '@@дома';semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
вне + [0..1]@@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
возле/около/подле + [0..1]@@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
полный + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
A&dt:hum:kin + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
A&dt:hum + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
собственный/чужой + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
знакомый/незнакомый + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
богатый + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
@@дом + у + SPRO&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
мой/твой/ваш/свой + @@дом;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
@@дом + мой/твой/наш/ваш/свой;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
из + '@@дома' + в + '@@дом';semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
по + '@@домам';semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
t:move + из + @@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
t:move + в + @@дом&acc;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
t:be:exist + в + @@дом&loc;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
t:move + до + @@дом&gen;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
t:move + к + @@дом&dat;semf='r:concr t:constr top:contain';Ex:Д.-новостройка r:concr t:space
железный + @@дорога;semf='r:concr t:space top:stripe der:shift';
канатный + @@дорога;semf='r:concr t:space top:stripe der:shift';
столбовой + @@дорога;semf='r:concr t:space top:stripe';
пустынный + @@дорога;semf='r:concr t:space top:stripe';
вглядываться/всматриваться + в + '@@дорогу';semf='r:concr t:space top:stripe';
упираться + [0..2]в + '@@дорогу';semf='r:concr t:space top:stripe';
впечататься + в + '@@дорогу';semf='r:concr t:space top:stripe';
не + 'разбирая' + '@@дороги';semf='r:concr t:space top:stripe';
на + '@@дороге' + не + валяться;semf='r:concr t:space top:stripe';
t:hum + с + '@@большой' + '@@дороги';semf2='r:qual t:hier der:shift dt:size:max'||semf='r:concr t:space top:stripe';
@@большой + @@дорога;semf2='r:qual t:hier der:shift dt:size:max'||semf='r:concr t:space top:stripe';
скатертью + @@дорога;semf2='r:concr t:space';Ex:Уступить дорогу
туда + и + '@@дорога';semf2='r:concr t:space';Ex:Уступить дорогу
туда + SPRO.dat + и + '@@дорога';semf2='r:concr t:space';Ex:Уступить дорогу
выбиваться + на + '@@дорогу';semf2='r:abstr der:shift dt:space';Ex:Труд - д. к успеху
выбирать + 'себе' + '@@дорогу';semf2='r:abstr der:shift dt:space';Ex:Труд - д. к успеху
расщичать/столбить/мостить + .dat + '@@дорогу';semf2='r:abstr der:shift dt:space';Ex:Труд - д. к успеху
идти/пойти + [0..1]'своей' + '@@дорогой';semf2='r:concr t:space';Ex:Уступить дорогу r:abstr der:shift dt:space
выбирать + '@@дорогу';semf2='r:concr t:space';Ex:Уступить дорогу r:abstr der:shift dt:space
пробивать/прокладывать/прорубать + .dat + '@@дорогу';semf2='r:concr t:space';Ex:Уступить дорогу r:abstr der:shift dt:space
@@прямой + @@дорога;semf='r:qual t:physq:form der:shift'||semf2='r:concr t:space';Ex:Уступить дорогу r:abstr der:shift dt:space
по + '@@дороге' + сюда/туда/обратно/назад/домой;semf2='r:abstr t:move';Ex:Устал с дороги
A&r:rel&dt:stuff + @@дорога;semf='r:concr t:space top:stripe';
A&r:rel&der:s&dt:tool:transp + @@дорога;semf='r:concr t:space top:stripe';
A&r:rel&der:s&dt:space + @@дорога;semf='r:concr t:space top:stripe';
A&r:rel&dt:topon + @@дорога;semf='r:concr t:space top:stripe';
A&t:physq:form + @@дорога;semf='r:concr t:space top:stripe';
A&t:physq:color + @@дорога;semf='r:concr t:space top:stripe';
A&t:physq + @@дорога;semf='r:concr t:space top:stripe';
A&t:hier + @@дорога;semf='r:concr t:space top:stripe';
близ/возле/подле/около/у/при/вдоль/через/за/к/над + @@дорога;semf='r:concr t:space top:stripe';
край/обочина/поворот/сторона/начальник + @@дорога&gen;semf='r:concr t:space top:stripe';
по/на/без + @@дорога&pl;semf='r:concr t:space top:stripe';
@@дорога + PR + t:topon;semf='r:concr t:space top:stripe';
@@дорога + PR + t:space;semf='r:concr t:space top:stripe' semf2='r:concr t:space';
@@дорога + вдоль/между;semf='r:concr t:space top:stripe' semf2='r:concr t:space';
часть/половина/треть/середина/конец + @@дорога;semf='r:concr t:space top:stripe' semf2='r:abstr t:move';
давать/знать/уступать/объяснять/помнить/забывать + @@дорога&sg;semf2='r:concr t:space r:abstr der:shift';
долгий/пеший + @@дорога&sg;semf2='r:abstr t:move';
t:prof + @@дядя + propn;semf2='r:concr t:hum';Ex:Сантехник д. Вася
t:prof + @@тетя + propn;semf2='r:concr t:hum';Ex:Уборщица т. Клава
d:fem + @@тетя + propn;semf2='r:concr t:hum';Ex:Уборщица т. Клава
@@дядя + в + [0..1]t:tool:cloth&loc;semf2='r:concr t:hum';Ex:Сантехник д. Вася
@@тетя + в + [0..1]t:tool:cloth&loc;semf2='r:concr t:hum';Ex:Уборщица т. Клава
APRO&r:indet + @@дядя;semf2='r:concr t:hum';Ex:Сантехник д. Вася
APRO&r:indet + @@тетя;semf2='r:concr t:hum';Ex:Уборщица т. Клава
мой/твой/наш/ваш/свой/чей + [0..1]@@дядя;semf='r:concr t:hum:kin';Ex:Родной д.
мой/твой/наш/ваш/свой/чей + [0..1]@@тетя;semf='r:concr t:hum:kin';Ex:Родная т.
@@дядя + APRO&r:poss;semf='r:concr t:hum:kin';Ex:Родной д.
@@тетя + APRO&r:poss;semf='r:concr t:hum:kin';Ex:Родная т.
A&r:poss + @@дядя;semf='r:concr t:hum:kin';Ex:Родной д.
A&r:poss + @@тетя;semf='r:concr t:hum:kin';Ex:Родная т.
@@дядя + у + SPRO&gen;semf='r:concr t:hum:kin';Ex:Родной д.
@@тетя + у + SPRO&gen;semf='r:concr t:hum:kin';Ex:Родная т.
родной/двоюродный + [0..1]@@дядя;semf='r:concr t:hum:kin';Ex:Родной д.
@@тетя + из + [0..1]t:topon&gen;semf='r:concr t:hum:kin';Ex:Родная т.
@@дядя + t:persn;semf='r:concr t:hum:kin' semf2='r:concr t:hum';Ex:Родной д. Ex:Сантехник д. Вася
@@дядя + CONJ + @@тетя;semf='r:concr t:hum:kin' semf2='r:concr t:hum' semf2='r:concr t:hum';Ex:Родной д. Ex:Сантехник д. Вася'||semf='r:concr t:hum:kin Ex:Уборщица т. Клава
@@тетя + CONJ + @@дядя;semf='r:concr t:hum:kin' semf2='r:concr t:hum' semf2='r:concr t:hum';Ex:Родной д. Ex:Сантехник д. Вася'||semf='r:concr t:hum:kin Ex:Уборщица т. Клава
@@дядя + CONJ + t:hum:kin;semf='r:concr t:hum:kin' semf2='r:concr t:hum';Ex:Родной д. Ex:Сантехник д. Вася
t:hum:kin + CONJ + @@дядя;semf='r:concr t:hum:kin' semf2='r:concr t:hum';Ex:Родной д. Ex:Сантехник д. Вася
@@тетя + CONJ + t:hum:kin;semf='r:concr t:hum:kin' semf2='r:concr t:hum';Ex:Родная т. Ex:Уборщица т. Клава
t:hum:kin + CONJ + @@тетя;semf='r:concr t:hum:kin' semf2='r:concr t:hum';Ex:Родная т. Ex:Уборщица т. Клава
член + [0..2]@@фамилия&gen;semf2='r:concr pt:set sc:hum';Ex:Старинная ф.
потомок + [0..2]@@фамилия&gen;semf2='r:concr pt:set sc:hum';Ex:Старинная ф.
принадлежать + к + [0..2]@@фамилия&dat;semf2='r:concr pt:set sc:hum';Ex:Старинная ф.
императорский + @@фамилия;semf2='r:concr pt:set sc:hum';Ex:Старинная ф.
царский + @@фамилия;semf2='r:concr pt:set sc:hum';Ex:Старинная ф.
королевский + @@фамилия;semf2='r:concr pt:set sc:hum';Ex:Старинная ф.
знатный + [0..1]@@фамилия;semf2='r:concr pt:set sc:hum';Ex:Старинная ф.
весь&f + [0..1]@@фамилия&sg;semf2='r:concr pt:set sc:hum';Ex:Старинная ф.
@@фамилия&sg + famn&pl&gen;semf2='r:concr pt:set sc:hum';Ex:Старинная ф.
дворянский + [0..1]@@фамилия;semf='r:concr r:abstr t:name' semf2='r:concr pt:set sc:hum';Ex:Фамилия, имя и отчество
старинный + [0..1]@@фамилия;semf='r:concr r:abstr t:name' semf2='r:concr pt:set sc:hum';Ex:Фамилия, имя и отчество
из + [0..2]@@фамилия&gen;semf='r:concr r:abstr t:name' semf2='r:concr pt:set sc:hum';Ex:Фамилия, имя и отчество
к + [0..2]@@фамилия&dat;semf='r:concr r:abstr t:name' semf2='r:concr pt:set sc:hum';Ex:Фамилия, имя и отчество
у + 'семи' + 'нянек' + 'дитя' + 'без' + '@@глазу'/'@@глаза';semf2='r:abstr';
@@глаз + да + @@глаз;semf2='r:abstr';
дурной + @@глаз;semf2='r:abstr';
за + '@@глаза';semf='r:concr pt:partb pc:hum';Ex:Черные глаза
вороний + @@глаз;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
тигровый + @@глаз;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
мозолить + @@глаз;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
пожирать/есть + '@@глазами';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
впиваться + @@глаз;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
стрелять + @@глаз;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
@@глазами + стрелять;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
хлопать/захлопать + @@глаз;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
@@глазами + хлопать/захлопать;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
бельмо + на/в + '@@глазу';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
c + '@@глазу'/'@@глаза' + на + '@@глаз';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
@@глаз + на + '@@глаз';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
V + на + '@@глаз';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
на + '@@глаз' + V;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
для + отвод + @@глаз;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
с + @@глаз + долой;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
тому + @@глаз + вон;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
@@глаз + алмаз;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
[пускать] + пыль + в + @@глаз;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
пуще + '@@глаза';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
@@глаза + на + 'лоб';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
@@глаза + разбегаться;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
невооруженным + '@@глазом';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
вооруженным + '@@глазом';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
простым + '@@глазом';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
на + 'голубом' + '@@глазу';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
с + 'пьяных' + '@@глаз';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
[хоть] + '@@глаз' + 'выколи'/'коли';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
краем/'краешком'/'уголком' + '@@глаза';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
не + спускать/сводить + @@глаза;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
смотреть/глядеть + в + оба + '@@глаза';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
за + красивый + @@глаза;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
у + страх + @@глаз + великий;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
ни + в + 'одном' + @@глаз;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
бросаться/кидаться + в + '@@глаза';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
в + '@@глаза' + бросаться/кидаться;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
вырастать/расти/падать/упасть + в + [0..1]'@@глазах';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
иметь/выглядеть/оказываться + в + '@@глазах';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
V&t:be:exist + в + '@@глазах' + gen;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
пелена + с + '@@глаз';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
куда + '@@глаза' + 'глядят';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
закрывать + '@@глаза' + на;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
во + 'все' + '@@глаза';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
скрываться/исчезать/пропадать + из + '@@глаз';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
с + 'закрытыми' + '@@глазами';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
@@глаза + гореть/разгораться;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
@@глаза + [0..1]на + 'мокром' + 'месте';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
@@глазом + не + моргнуть;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
колоть + '@@глаза';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
@@глаза + колоть;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
открывать/раскрывать + [0..1]'@@глаза' + на + acc;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
прятать + '@@глаза';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
@@глаз + не + казать/показывать;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
не + смыкать + '@@глаз';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
V&t:perc + 'другими'/'новыми' + '@@глазами';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
перед + '@@глазами';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
показываться/попадаться/попадать + на + '@@глаза';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
на + '@@глаза' + [0..1]показываться/попадаться/попадать;semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
[сколько/насколько] + хватать + '@@глаз';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
не + в + бровь + а + [0..1]в + [0..1]'@@глаз';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
не + верить/поверить + 'своим' + '@@глазам';semf='r:concr pt:partb pc:hum pc:animal';Ex:Черные глаза
не + без + '@@головы';semf2='r:abstr t:ment';Ex:Человек с головой (умный)
